sender,subject,body,dmarc_spf_pass,label,num_links,num_dollar_signs,num_urgent_terms,num_personal_pronouns,domain_match,suspicious_subject,signature_mismatch
brittany@vega-perez.com,Welcome Brittany to Vega-Perez!,"
Dear Brittany,

Your January 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Vega-Perez.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Vega-Perez Billing Department
                

Best regards,
Brittany Wall
Commercial horticulturist
Vega-Perez
Phone: 493.933.2784x4476",1,0,1,0,0,0,1,0,1
support@marqueznolanandmurra.com,Meeting Follow-up: Profound human-resource monitoring,"
Dear Robert,

Your November 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Marquez, Nolan and Murray.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Marquez, Nolan and Murray Billing Department
                

Best regards,
Robert Smith
Engineer, site
Marquez, Nolan and Murray
Phone: +1-577-381-2351",1,0,1,0,0,0,1,-1,1
travis@brownmartinezandkim.net,Meeting Follow-up: Decentralized background function,"
Dear Travis,

Your February 2020 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Brown, Martinez and Kim.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Brown, Martinez and Kim Billing Department
                

Best regards,
Travis Stevens
Colour technologist
Brown, Martinez and Kim
Phone: 384-954-6545x43086",1,0,1,0,0,0,1,-1,1
support@valentinewillisandwa.com,"Security Alert: Valentine, Willis and Wagner Account Activity","
Hi William,

This is a reminder that your payment for invoice #4351 for $4289 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Valentine, Willis and Wagner.com/update-payment?token=069047c0-13ee-42c8-aefd-b78bceddf1f5

If you believe this is an error, please contact our billing department.

Best regards,
Valentine, Willis and Wagner Billing Department
                ",0,0,1,1,0,1,1,1,1
support@macias-rasmussen.com,Your June 2021 Statement,"
Dear Brian,

Your June 2021 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Macias-Rasmussen.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Macias-Rasmussen Billing Department
                

Best regards,
Brian Taylor
Ranger/warden
Macias-Rasmussen
Phone: (914)475-0569x97538",0,0,1,0,0,0,1,0,1
noreply@noblegroup-secure.com,Notification: Noble Group - Account Verification Needed,"
Dear Jennifer,

We've detected suspicious activity on your Noble Group account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Noble Group.com/verify?token=358d14c3-bef7-4936-abd1-07a0e4a7617c

If this wasn't you, contact security immediately: security@Noble Group.com

Sincerely,
Noble Group Security Team
                ",1,1,1,0,3,2,1,0,0
melissa@haynes-nixon.com,Notification: Haynes-Nixon - Account Verification Needed,"
Hello Melissa,

Following up on our conversation about the Brother market project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Haynes-Nixon Services
Account #: 639042312475
Routing #: 609100445

Please direct all future payments to this new account.

Sincerely,
Melissa
Engineer, petroleum
Haynes-Nixon
                

Best regards,
Melissa Stuart
Town planner
Haynes-Nixon
Phone: 357-796-3006x8575",1,0,0,0,0,3,1,0,1
sales@richardsllc.com,Meeting Follow-up: Right-sized 3rdgeneration conglomeration,"
Hi Billy,

Great connecting with you during our meeting about Right-sized 3rdgeneration conglomeration. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-08-16.

Best regards,
Billy
Printmaker
Richards LLC
                

Best regards,
Billy Andrews
Naval architect
Richards LLC
Phone: 513.287.2878x405",1,0,0,0,0,5,1,-1,1
kristin.rober@allen-carter.com,Your February 2021 Statement,"
Hello Team,

Quick update on the Purpose gas project. Milestones are on track. 
We've completed 42% of the deliverables ahead of schedule.

Meeting scheduled for 2025-06-26 to discuss next steps.

Best regards,
Kristin
Development worker, international aid
Allen-Carter
                

Best regards,
Kristin Roberts
Insurance broker
Allen-Carter
Phone: 270-963-9308",1,0,0,0,0,1,1,0,1
katherine@murphy-fry.com,Project Update: Physical culture,"
Hi Katherine,

Great connecting with you during our meeting about Versatile full-range contingency. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-05-06.

Best regards,
Katherine
Drilling engineer
Murphy-Fry
                

Best regards,
Katherine Ramirez
Sales executive
Murphy-Fry
Phone: 666-738-8871x528",1,0,0,0,0,5,1,-1,1
admin@richardgroup.com,Action Required: Update Payment Information,"
Dear Benjamin,

We've detected suspicious activity on your Richard Group account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Richard Group.com/verify?token=d4023ae3-5d3f-46ac-8cdd-dba23ad4f3d3

If this wasn't you, contact security immediately: security@Richard Group.com

Sincerely,
Richard Group Security Team
                

Questions? Visit our FAQ page at https://richardgroup.com/faq or call 1-800-8253083",0,1,2,0,3,3,1,-1,0
admin@willismartinezandday.com,Action Required: Update Payment Information,"
Dear Ashley,

We've detected suspicious activity on your Willis, Martinez and Day account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Willis, Martinez and Day.com/verify?token=ee07210a-7899-412b-b9da-c8fe793fc2cc

If this wasn't you, contact security immediately: security@Willis, Martinez and Day.com

Sincerely,
Willis, Martinez and Day Security Team
                

Questions? Visit our FAQ page at https://willismartinezandday.com/faq or call 1-800-9206982",1,0,2,0,3,3,1,1,0
security@cooperltd-alerts.com,Invoice 9582: Past Due Payment Notice,"
Hello Mary,

Following up on our conversation about the Benefit four project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Cooper Ltd Services
Account #: 6011206245299141
Routing #: 351603170

Please direct all future payments to this new account.

Sincerely,
Mary
Education officer, community
Cooper Ltd
                

This communication is in accordance with our privacy policy: https://cooperltd.com/privacy",0,0,1,0,0,4,1,0,0
debra.hunt@brooksinc.com,Your August 2022 Statement,"
Hello Team,

Quick update on the For consider project. Milestones are on track. 
We've completed 66% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-08 to discuss next steps.

Best regards,
Debra
Fitness centre manager
Brooks Inc
                

Best regards,
Debra Hunt
Conservation officer, historic buildings
Brooks Inc
Phone: 001-213-762-7597x4664",1,0,0,0,0,1,1,0,1
security@hallleblancandbarker-alerts.com,"Notification: Hall, Leblanc and Barker - Account Verification Needed","
Hi Timothy,

This is a reminder that your payment for invoice #4628 for $621 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Hall, Leblanc and Barker.com/update-payment?token=b84ded1a-5bc2-4e9c-83b6-0b41b67178be

If you believe this is an error, please contact our billing department.

Best regards,
Hall, Leblanc and Barker Billing Department
                ",0,1,1,1,0,1,1,0,1
support@chapmanllc.com,Notification: Chapman LLC - Account Verification Needed,"
Dear Christian,

We've detected suspicious activity on your Chapman LLC account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Chapman LLC.com/verify?token=8b79311f-b27e-41fd-80d2-a333c346fd59

If this wasn't you, contact security immediately: security@Chapman LLC.com

Sincerely,
Chapman LLC Security Team
                ",1,1,1,0,3,2,1,0,0
security@baileygroup-alerts.com,Invoice 6552: Past Due Payment Notice,"
Dear Jeremy,

We've detected suspicious activity on your Bailey Group account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Bailey Group.com/verify?token=b61d3830-997d-458a-807c-07dd810c8167

If this wasn't you, contact security immediately: security@Bailey Group.com

Sincerely,
Bailey Group Security Team
                

Best regards,
Jeremy Harrington
Engineer, communications
Bailey Group
Phone: 4649229068",0,1,1,0,3,2,1,0,1
amanda@williamson-smith.com,Invoice 8979: Past Due Payment Notice,"
Hello Amanda,

Following up on our conversation about the Off power project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Williamson-Smith Services
Account #: 676134053385
Routing #: 951826719

Please direct all future payments to this new account.

Sincerely,
Amanda
Data scientist
Williamson-Smith
                ",1,1,0,0,0,3,1,0,1
noreply@smithcarteranddavis-secure.com,Action Required: Update Payment Information,"
Hi Gary,

This is a reminder that your payment for invoice #3967 for $3942 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Smith, Carter and Davis.com/update-payment?token=656e8593-2163-47ba-8a7c-6b9e813d07cc

If you believe this is an error, please contact our billing department.

Best regards,
Smith, Carter and Davis Billing Department
                

For your reference, your account number is: 6558652782891221",1,0,1,1,0,1,1,1,1
spencer@andersoninc.com,Security Alert: Anderson Inc Account Activity,"
Dear Spencer,

We've detected suspicious activity on your Anderson Inc account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Anderson Inc.com/verify?token=fe81c945-72d8-405c-83ee-ba4d55356502

If this wasn't you, contact security immediately: security@Anderson Inc.com

Sincerely,
Anderson Inc Security Team
                

Questions? Visit our FAQ page at https://andersoninc.com/faq or call 1-800-2721491",0,0,2,0,3,3,1,-1,0
admin@clarkstarkandchandle.com,Action Required: Update Payment Information,"
Hi Michelle,

This is a reminder that your payment for invoice #1876 for $4922 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Clark, Stark and Chandler.com/update-payment?token=0b168666-9deb-4dda-8d34-6e2a347d3a58

If you believe this is an error, please contact our billing department.

Best regards,
Clark, Stark and Chandler Billing Department
                

Best regards,
Michelle Parrish
Personnel officer
Clark, Stark and Chandler
Phone: (764)503-4270x89771",0,1,1,1,0,1,1,-1,1
christine.dean@hernandezplc.com,Welcome Christine to Hernandez PLC!,"
Hi Christine,

Great connecting with you during our meeting about Proactive empowering budgetary management. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-03-27.

Best regards,
Christine
Merchant navy officer
Hernandez PLC
                

Best regards,
Christine Dean
Armed forces technical officer
Hernandez PLC
Phone: 545-914-1727x46623",1,0,0,0,0,5,1,0,1
abigail@phillipsplc.com,Your April 2023 Statement,"
Hello Team,

Quick update on the Group brother project. Milestones are on track. 
We've completed 57% of the deliverables ahead of schedule.

Meeting scheduled for 2025-03-13 to discuss next steps.

Best regards,
Abigail
TEFL teacher
Phillips PLC
                

Best regards,
Abigail Ellis
Diplomatic Services operational officer
Phillips PLC
Phone: 733.359.8150",1,0,0,0,0,1,1,0,1
hr@myersandsons.com,Your September 2022 Statement,"
Hi Kevin,

Great connecting with you during our meeting about Realigned 4thgeneration archive. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-08-06.

Best regards,
Kevin
Higher education careers adviser
Myers and Sons
                

Best regards,
Kevin Burns
Police officer
Myers and Sons
Phone: 4178347821",1,0,0,0,0,5,1,0,1
noreply@clementsplc-secure.com,Security Alert: Clements PLC Account Activity,"
Hi Carlos,

This is a reminder that your payment for invoice #1573 for $2155 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Clements PLC.com/update-payment?token=449b3b8c-9ce7-4791-9ff3-a161c6311306

If you believe this is an error, please contact our billing department.

Best regards,
Clements PLC Billing Department
                

Questions? Visit our FAQ page at https://clementsplc.com/faq or call 1-800-2611186",0,0,2,1,0,2,1,1,1
noreply@beanjacksonandfitzge-secure.com,Action Required: Update Payment Information,"
Hi Linda,

This is a reminder that your payment for invoice #8753 for $4770 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Bean, Jackson and Fitzgerald.com/update-payment?token=a66ae889-b531-4645-9662-65ddb6d3bc6a

If you believe this is an error, please contact our billing department.

Best regards,
Bean, Jackson and Fitzgerald Billing Department
                

This communication is in accordance with our privacy policy: https://beanjacksonandfitzge.com/privacy

Best regards,
Linda Archer
Teacher, early years/pre
Bean, Jackson and Fitzgerald
Phone: 943-802-6140",1,1,2,1,0,2,1,-1,1
corey@conrad-allison.com,Security Alert: Conrad-Allison Account Activity,"
Hello Corey,

Following up on our conversation about the City friend project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Conrad-Allison Services
Account #: 30574350900443
Routing #: 77172117

Please direct all future payments to this new account.

Sincerely,
Corey
Telecommunications researcher
Conrad-Allison
                

Best regards,
Corey Diaz
Horticulturist, amenity
Conrad-Allison
Phone: 5029129678",1,1,0,0,0,3,1,1,1
admin@johnson-williams.com,Project Update: Series arrive,"
Dear Scott,

Your September 2023 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Johnson-Williams.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Johnson-Williams Billing Department
                

Best regards,
Scott Mendoza
Holiday representative
Johnson-Williams
Phone: 4927896269",1,0,1,0,0,0,1,-1,1
jeffrey.delac@romerobakerandbradle.com,Meeting Follow-up: Enterprise-wide human-resource portal,"
Hi Jeffrey,

Great connecting with you during our meeting about Enterprise-wide human-resource portal. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-05-07.

Best regards,
Jeffrey
Electronics engineer
Romero, Baker and Bradley
                

Best regards,
Jeffrey Delacruz
Actuary
Romero, Baker and Bradley
Phone: 001-434-816-8357x73331",0,0,0,0,0,5,1,-1,1
billing@tayloryoungandthomas.com,Invoice 5745: Past Due Payment Notice,"
Hello Anthony,

Following up on our conversation about the Contain collection project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Taylor, Young and Thomas Services
Account #: 6582400171003473
Routing #: 966895382

Please direct all future payments to this new account.

Sincerely,
Anthony
Information officer
Taylor, Young and Thomas
                

Best regards,
Anthony Young
Visual merchandiser
Taylor, Young and Thomas
Phone: 921.256.5216",0,1,0,0,0,3,1,0,1
kevin.love@reyesinc.com,Project Update: Natural family,"
Dear Kevin,

Your April 2023 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Reyes Inc.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Reyes Inc Billing Department
                

Best regards,
Kevin Love
Brewing technologist
Reyes Inc
Phone: (625)356-5203x4468",1,0,1,0,0,0,1,-1,1
support@webbpayneandvazquez.com,Action Required: Update Payment Information,"
Hello Eric,

Following up on our conversation about the Father drive project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Webb, Payne and Vazquez Services
Account #: 4035256136109336
Routing #: 767206493

Please direct all future payments to this new account.

Sincerely,
Eric
Psychotherapist, dance movement
Webb, Payne and Vazquez
                ",1,1,0,0,0,3,1,-1,1
alicia@allen-martin.net,Your March 2023 Statement,"
Dear Alicia,

Your March 2023 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Allen-Martin.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Allen-Martin Billing Department
                

Best regards,
Alicia Allen
Proofreader
Allen-Martin
Phone: 9435422006",1,0,1,0,0,0,1,0,1
security@gordonllc-alerts.com,Security Alert: Gordon LLC Account Activity,"
Dear Dana,

We've detected suspicious activity on your Gordon LLC account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Gordon LLC.com/verify?token=2cb80081-5e58-45be-a273-c75eddcd9bbf

If this wasn't you, contact security immediately: security@Gordon LLC.com

Sincerely,
Gordon LLC Security Team
                

For your reference, your account number is: 38045773008900",1,1,1,0,3,2,1,1,1
sales@johnsonaustinandsmit.com,Your August 2022 Statement,"
Dear Carla,

Your August 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Johnson, Austin and Smith.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Johnson, Austin and Smith Billing Department
                

Best regards,
Carla Scott
Engineer, technical sales
Johnson, Austin and Smith
Phone: +1-231-601-9744",0,0,1,0,0,0,1,0,1
info@estradaplc.com,Welcome Laura to Estrada PLC!,"
Dear Laura,

Your August 2020 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Estrada PLC.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Estrada PLC Billing Department
                

Best regards,
Laura Johnson
Solicitor, Scotland
Estrada PLC
Phone: 001-577-373-3212x2093",1,0,1,0,0,0,1,0,1
support@brown-watson.com,Notification: Brown-Watson - Account Verification Needed,"
Dear Daniel,

We've detected suspicious activity on your Brown-Watson account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Brown-Watson.com/verify?token=06645a4d-6741-4f39-a56e-8f593c8050be

If this wasn't you, contact security immediately: security@Brown-Watson.com

Sincerely,
Brown-Watson Security Team
                

Questions? Visit our FAQ page at https://brown-watson.com/faq or call 1-800-1023460",0,1,2,0,3,3,1,0,1
johnny@santiagotaylorandmcc.com,"Welcome Johnny to Santiago, Taylor and Mccarty!","
Hi Johnny,

Great connecting with you during our meeting about Business-focused mobile protocol. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-01-21.

Best regards,
Johnny
Embryologist, clinical
Santiago, Taylor and Mccarty
                

Best regards,
Johnny Wade
Exercise physiologist
Santiago, Taylor and Mccarty
Phone: (981)417-9830x955",1,0,0,0,0,5,1,0,1
help@escobar-white.com,Project Update: Marriage onto,"
Dear Monique,

Your January 2021 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Escobar-White.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Escobar-White Billing Department
                

Best regards,
Monique Smith
Conference centre manager
Escobar-White
Phone: +1-391-578-4914x033",0,0,1,0,0,0,1,-1,1
tom.houst@wrightortizandpham.com,"Welcome Tom to Wright, Ortiz and Pham!","
Hi Tom,

Great connecting with you during our meeting about Ameliorated non-volatile matrix. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-01-24.

Best regards,
Tom
Secondary school teacher
Wright, Ortiz and Pham
                

Best regards,
Tom Houston
Phytotherapist
Wright, Ortiz and Pham
Phone: +1-749-994-7027x585",1,0,0,0,0,5,1,0,1
support@careyllc.com,Project Update: Meeting official,"
Hi Zachary,

Great connecting with you during our meeting about Fully-configurable 24/7 website. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-08-03.

Best regards,
Zachary
Pharmacist, hospital
Carey LLC
                

Best regards,
Zachary Holt
Armed forces logistics/support/administrative officer
Carey LLC
Phone: +1-270-811-6877x962",1,0,0,0,0,5,1,-1,1
joshua@davisbakerandanthony.com,Invoice 3995: Past Due Payment Notice,"
Hello Joshua,

Following up on our conversation about the Go interest project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Davis, Baker and Anthony Services
Account #: 503869403264
Routing #: 64301362

Please direct all future payments to this new account.

Sincerely,
Joshua
Freight forwarder
Davis, Baker and Anthony
                ",0,0,0,0,0,3,1,0,1
noreply@gibsoninc-secure.com,Security Alert: Gibson Inc Account Activity,"
Hello Tiffany,

Following up on our conversation about the Full outside project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Gibson Inc Services
Account #: 3590997906738338
Routing #: 728005393

Please direct all future payments to this new account.

Sincerely,
Tiffany
Biochemist, clinical
Gibson Inc
                

Best regards,
Tiffany Holland
Sports therapist
Gibson Inc
Phone: (257)895-0817",0,0,0,0,0,3,1,1,1
support@cantu-allen.com,Invoice 3286: Past Due Payment Notice,"
Hello David,

Following up on our conversation about the Will bring project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Allison, Branch and Barrett Services
Account #: 4101057490497260
Routing #: 448178413

Please direct all future payments to this new account.

Sincerely,
David
Designer, furniture
Allison, Branch and Barrett
                

Best regards,
David Daniels
Arts administrator
Allison, Branch and Barrett
Phone: 619.241.8804x343",1,0,0,0,0,3,0,0,1
admin@velasquez-pearson.com,Security Alert: Velasquez-Pearson Account Activity,"
Hi Tammy,

This is a reminder that your payment for invoice #5772 for $1053 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Velasquez-Pearson.com/update-payment?token=e7687a90-4008-4988-818a-0331484bf65c

If you believe this is an error, please contact our billing department.

Best regards,
Velasquez-Pearson Billing Department
                

Questions? Visit our FAQ page at https://velasquez-pearson.com/faq or call 1-800-6606651",0,0,2,1,0,2,1,1,1
billing@walkerparkerandsimps.com,Invoice 7717: Past Due Payment Notice,"
Dear Elizabeth,

We've detected suspicious activity on your Walker, Parker and Simpson account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Walker, Parker and Simpson.com/verify?token=f41ee529-1304-43dd-83bd-5a9735d05d27

If this wasn't you, contact security immediately: security@Walker, Parker and Simpson.com

Sincerely,
Walker, Parker and Simpson Security Team
                ",1,1,1,0,3,2,1,0,1
admin@oneillballandhuang.com,"Security Alert: Oneill, Ball and Huang Account Activity","
Hello Emily,

Following up on our conversation about the Then actually project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Oneill, Ball and Huang Services
Account #: 3593690674285858
Routing #: 566129437

Please direct all future payments to this new account.

Sincerely,
Emily
Chiropodist
Oneill, Ball and Huang
                

Questions? Visit our FAQ page at https://oneillballandhuang.com/faq or call 1-800-500815",0,1,1,0,0,4,1,1,0
billing@rodriguezhunterandsm.com,"Notification: Rodriguez, Hunter and Smith - Account Verification Needed","
Hello Edwin,

Following up on our conversation about the Real item project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Rodriguez, Hunter and Smith Services
Account #: 675908852667
Routing #: 682932106

Please direct all future payments to this new account.

Sincerely,
Edwin
Primary school teacher
Rodriguez, Hunter and Smith
                ",0,1,0,0,0,3,1,0,1
david@gonzalezltd.com,Invoice 9741: Past Due Payment Notice,"
Hello David,

Following up on our conversation about the House reason project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Gonzalez Ltd Services
Account #: 348858063597381
Routing #: 22666668

Please direct all future payments to this new account.

Sincerely,
David
Therapist, sports
Gonzalez Ltd
                

Best regards,
David Mendoza
Medical sales representative
Gonzalez Ltd
Phone: +1-630-527-3047x3501",1,1,0,0,0,3,1,0,1
admin@williamsramirezandfl.com,Action Required: Update Payment Information,"
Hello Christopher,

Following up on our conversation about the Animal bring project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Williams, Ramirez and Fleming Services
Account #: 2475623692242010
Routing #: 805112645

Please direct all future payments to this new account.

Sincerely,
Christopher
Firefighter
Williams, Ramirez and Fleming
                

Best regards,
Christopher Hernandez
Therapist, music
Williams, Ramirez and Fleming
Phone: 587-296-3036",0,0,0,0,0,3,1,-1,1
admin@lucas-sampson.com,Invoice 7431: Past Due Payment Notice,"
Hello Kelly,

Following up on our conversation about the Official by project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Lucas-Sampson Services
Account #: 2297759070325898
Routing #: 463500438

Please direct all future payments to this new account.

Sincerely,
Kelly
Web designer
Lucas-Sampson
                

For your reference, your account number is: 3585347193462571

Best regards,
Kelly Davenport
Pathologist
Lucas-Sampson
Phone: 6319987671",0,1,0,0,0,3,1,0,1
patrick@taylorplc.com,Meeting Follow-up: Reduced asynchronous encoding,"
Dear Patrick,

Your July 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Taylor PLC.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Taylor PLC Billing Department
                

Best regards,
Patrick Brown
Leisure centre manager
Taylor PLC
Phone: 293.252.2148x378",0,0,1,0,0,0,1,-1,1
stephen@randall-diaz.com,Meeting Follow-up: Cross-group modular neural-net,"
Hello Team,

Quick update on the Wish class project. Milestones are on track. 
We've completed 53% of the deliverables ahead of schedule.

Meeting scheduled for 2025-02-24 to discuss next steps.

Best regards,
Stephen
Engineer, production
Randall-Diaz
                

Best regards,
Stephen Lucas
Public affairs consultant
Randall-Diaz
Phone: (324)494-3013x80546",1,0,0,0,0,1,1,-1,1
support@hallllc.com,Invoice 9763: Past Due Payment Notice,"
Hi Anna,

This is a reminder that your payment for invoice #9763 for $3040 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Chavez, Fox and Holland.com/update-payment?token=1da4acb8-ef0b-473c-8726-ed51257c1630

If you believe this is an error, please contact our billing department.

Best regards,
Chavez, Fox and Holland Billing Department
                

For your reference, your account number is: 3507397491382109

Best regards,
Anna Anderson
Charity fundraiser
Chavez, Fox and Holland
Phone: 951.293.3529",1,0,1,1,0,1,0,0,1
stacie@hernandezinc.com,Action Required: Update Payment Information,"
Hi Stacie,

This is a reminder that your payment for invoice #8608 for $828 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Hernandez Inc.com/update-payment?token=ef244946-6eb9-4c3a-98bb-2c2b16c88534

If you believe this is an error, please contact our billing department.

Best regards,
Hernandez Inc Billing Department
                ",0,1,1,1,0,1,1,-1,1
gary.garci@jonestaylorandramire.com,Project Update: Trouble seat,"
Hello Team,

Quick update on the Trouble seat project. Milestones are on track. 
We've completed 63% of the deliverables ahead of schedule.

Meeting scheduled for 2025-04-07 to discuss next steps.

Best regards,
Gary
Advertising copywriter
Jones, Taylor and Ramirez
                

Best regards,
Gary Garcia
Engineer, building services
Jones, Taylor and Ramirez
Phone: 001-633-892-9545",1,0,0,0,0,1,1,-1,1
hr@shermanltd.com,Meeting Follow-up: Polarized mobile focus group,"
Hello Team,

Quick update on the Suggest when project. Milestones are on track. 
We've completed 40% of the deliverables ahead of schedule.

Meeting scheduled for 2025-03-26 to discuss next steps.

Best regards,
Nicholas
Aeronautical engineer
Sherman Ltd
                

Best regards,
Nicholas Figueroa
Curator
Sherman Ltd
Phone: +1-770-257-6461x14296",1,0,0,0,0,1,1,-1,1
admin@bakerlambertandmurra.com,"Security Alert: Baker, Lambert and Murray Account Activity","
Hi Heather,

This is a reminder that your payment for invoice #9447 for $4746 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Baker, Lambert and Murray.com/update-payment?token=0596c961-9c47-4728-ae1b-a843edb107c6

If you believe this is an error, please contact our billing department.

Best regards,
Baker, Lambert and Murray Billing Department
                ",0,1,1,1,0,1,1,1,1
security@bauer-walton-alerts.com,Security Alert: Bauer-Walton Account Activity,"
Dear Kristi,

We've detected suspicious activity on your Bauer-Walton account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Bauer-Walton.com/verify?token=8af2c0cf-745c-437e-b2dd-a0bd3451f5de

If this wasn't you, contact security immediately: security@Bauer-Walton.com

Sincerely,
Bauer-Walton Security Team
                

Questions? Visit our FAQ page at https://bauer-walton.com/faq or call 1-800-702775",0,1,2,0,3,3,1,-1,1
christina@allenllc.com,Project Update: A us,"
Hello Team,

Quick update on the A us project. Milestones are on track. 
We've completed 65% of the deliverables ahead of schedule.

Meeting scheduled for 2025-01-18 to discuss next steps.

Best regards,
Christina
Engineer, structural
Allen LLC
                

Best regards,
Christina Miller
Hospital pharmacist
Allen LLC
Phone: 001-355-613-8648x51163",1,0,0,0,0,2,1,-1,1
cindy@hayesjacksonandarnol.net,Your December 2023 Statement,"
Hello Team,

Quick update on the Professor perhaps project. Milestones are on track. 
We've completed 64% of the deliverables ahead of schedule.

Meeting scheduled for 2025-07-29 to discuss next steps.

Best regards,
Cindy
Purchasing manager
Hayes, Jackson and Arnold
                

Best regards,
Cindy Martinez
Forensic scientist
Hayes, Jackson and Arnold
Phone: 682-898-5123x7626",1,0,0,0,0,1,1,0,1
